"No.","Time","Source","Destination","Protocol","Length","Info","rate"
"26","0.921575","00:00:00_00:00:01","Broadcast","802.11","83","Beacon frame, SN=13, FN=0, Flags=o........, BI=2304","6.0"
"27","1.023975","00:00:00_00:00:01","Broadcast","802.11","83","Beacon frame, SN=14, FN=0, Flags=o........, BI=2304","6.0"
"28","1.126375","00:00:00_00:00:01","Broadcast","802.11","83","Beacon frame, SN=15, FN=0, Flags=o........, BI=2304","6.0"
"29","1.228775","00:00:00_00:00:01","Broadcast","802.11","83","Beacon frame, SN=16, FN=0, Flags=o........, BI=2304","6.0"
"30","1.331175","00:00:00_00:00:01","Broadcast","802.11","83","Beacon frame, SN=17, FN=0, Flags=o........, BI=2304","6.0"
"31","1.433575","00:00:00_00:00:01","Broadcast","802.11","83","Beacon frame, SN=18, FN=0, Flags=o........, BI=2304","6.0"
"32","1.535975","00:00:00_00:00:01","Broadcast","802.11","83","Beacon frame, SN=19, FN=0, Flags=o........, BI=2304","6.0"
"33","1.638375","00:00:00_00:00:01","Broadcast","802.11","83","Beacon frame, SN=20, FN=0, Flags=o........, BI=2304","6.0"
"34","1.740775","00:00:00_00:00:01","Broadcast","802.11","83","Beacon frame, SN=21, FN=0, Flags=o........, BI=2304","6.0"
"35","1.843175","00:00:00_00:00:01","Broadcast","802.11","83","Beacon frame, SN=22, FN=0, Flags=o........, BI=2304","6.0"
"36","1.945575","00:00:00_00:00:01","Broadcast","802.11","83","Beacon frame, SN=23, FN=0, Flags=o........, BI=2304","6.0"
"37","2.002193","00:00:00_00:00:04","Broadcast","ARP","88","Who has 10.1.1.1? Tell 10.1.1.4","6.0"
"38","2.002209","","00:00:00_00:00:04 (00:00:00:00:00:04) (RA)","802.11","36","Acknowledgement, Flags=o........","6.0"
"39","2.002377","00:00:00_00:00:04","Broadcast","ARP","86","Who has 10.1.1.1? Tell 10.1.1.4","6.0"
"40","2.002604","00:00:00_00:00:01","00:00:00_00:00:04","ARP","86","10.1.1.1 is at 00:00:00:00:00:01","6.0"
"41","2.002776","","00:00:00_00:00:01 (00:00:00:00:00:01) (RA)","802.11","38","Acknowledgement, Flags=o........","6.0"
"42","2.003508","10.1.1.4","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","6.0"
"43","2.003524","","00:00:00_00:00:04 (00:00:00:00:00:04) (RA)","802.11","36","Acknowledgement, Flags=o........","6.0"
"44","2.004381","10.1.1.4","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","6.0"
"45","2.004397","","00:00:00_00:00:04 (00:00:00:00:00:04) (RA)","802.11","36","Acknowledgement, Flags=o........","6.0"
"46","2.004641","00:00:00_00:00:05","Broadcast","ARP","88","Who has 10.1.1.1? Tell 10.1.1.5","6.0"
"47","2.004657","","00:00:00_00:00:05 (00:00:00:00:00:05) (RA)","802.11","36","Acknowledgement, Flags=o........","6.0"
"48","2.004744","00:00:00_00:00:05","Broadcast","ARP","86","Who has 10.1.1.1? Tell 10.1.1.5","6.0"
"49","2.005570","10.1.1.4","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","6.0"
"50","2.005586","","00:00:00_00:00:04 (00:00:00:00:00:04) (RA)","802.11","36","Acknowledgement, Flags=o........","6.0"
"51","2.006362","10.1.1.4","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","6.0"
"52","2.006378","","00:00:00_00:00:04 (00:00:00:00:00:04) (RA)","802.11","36","Acknowledgement, Flags=o........","6.0"
"53","2.007100","10.1.1.4","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","6.0"
"54","2.007116","","00:00:00_00:00:04 (00:00:00:00:00:04) (RA)","802.11","36","Acknowledgement, Flags=o........","6.0"
"55","2.007325","00:00:00_00:00:03","Broadcast","ARP","88","Who has 10.1.1.1? Tell 10.1.1.3","6.0"
"56","2.007341","","00:00:00_00:00:03 (00:00:00:00:00:03) (RA)","802.11","36","Acknowledgement, Flags=o........","6.0"
"57","2.007428","00:00:00_00:00:01","00:00:00_00:00:05","ARP","86","10.1.1.1 is at 00:00:00:00:00:01","6.0"
"58","2.008323","10.1.1.4","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","6.0"
"59","2.008339","","00:00:00_00:00:04 (00:00:00:00:00:04) (RA)","802.11","36","Acknowledgement, Flags=o........","6.0"
"60","2.008619","00:00:00_00:00:02","Broadcast","ARP","88","Who has 10.1.1.1? Tell 10.1.1.2","6.0"
"61","2.008635","","00:00:00_00:00:02 (00:00:00:00:00:02) (RA)","802.11","36","Acknowledgement, Flags=o........","6.0"
"62","2.009384","10.1.1.4","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","6.0"
"63","2.009400","","00:00:00_00:00:04 (00:00:00:00:00:04) (RA)","802.11","36","Acknowledgement, Flags=o........","6.0"
"64","2.010131","10.1.1.4","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","6.0"
"65","2.010147","","00:00:00_00:00:04 (00:00:00:00:00:04) (RA)","802.11","36","Acknowledgement, Flags=o........","6.0"
"66","2.010243","00:00:00_00:00:01","00:00:00_00:00:05","ARP","86","10.1.1.1 is at 00:00:00:00:00:01","6.0"
"67","2.010415","","00:00:00_00:00:01 (00:00:00:00:00:01) (RA)","802.11","38","Acknowledgement, Flags=o........","6.0"
"68","2.011102","10.1.1.5","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","6.0"
"69","2.011118","","00:00:00_00:00:05 (00:00:00:00:00:05) (RA)","802.11","36","Acknowledgement, Flags=o........","6.0"
"70","2.011704","10.1.1.4","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","9.0"
"71","2.011720","","00:00:00_00:00:04 (00:00:00:00:00:04) (RA)","802.11","36","Acknowledgement, Flags=o........","6.0"
"72","2.011982","00:00:00_00:00:03","Broadcast","ARP","86","Who has 10.1.1.1? Tell 10.1.1.3","6.0"
"73","2.012191","00:00:00_00:00:01","00:00:00_00:00:03","ARP","86","10.1.1.1 is at 00:00:00:00:00:01","6.0"
"74","2.012363","","00:00:00_00:00:01 (00:00:00:00:00:01) (RA)","802.11","38","Acknowledgement, Flags=o........","6.0"
"75","2.012869","10.1.1.4","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","9.0"
"76","2.012885","","00:00:00_00:00:04 (00:00:00:00:00:04) (RA)","802.11","36","Acknowledgement, Flags=o........","6.0"
"77","2.013017","00:00:00_00:00:02","Broadcast","ARP","86","Who has 10.1.1.1? Tell 10.1.1.2","6.0"
"78","2.014366","10.1.1.3","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","6.0"
"79","2.014382","","00:00:00_00:00:03 (00:00:00:00:00:03) (RA)","802.11","36","Acknowledgement, Flags=o........","6.0"
"80","2.014905","10.1.1.4","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","9.0"
"81","2.014921","","00:00:00_00:00:04 (00:00:00:00:00:04) (RA)","802.11","36","Acknowledgement, Flags=o........","6.0"
"82","2.015444","10.1.1.4","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","9.0"
"83","2.015460","","00:00:00_00:00:04 (00:00:00:00:00:04) (RA)","802.11","36","Acknowledgement, Flags=o........","6.0"
"84","2.016209","10.1.1.3","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","6.0"
"85","2.016225","","00:00:00_00:00:03 (00:00:00:00:00:03) (RA)","802.11","36","Acknowledgement, Flags=o........","6.0"
"86","2.016312","00:00:00_00:00:01","00:00:00_00:00:02","ARP","86","10.1.1.1 is at 00:00:00:00:00:01","6.0"
"87","2.017508","10.1.1.4","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","9.0"
"88","2.017524","","00:00:00_00:00:04 (00:00:00:00:00:04) (RA)","802.11","36","Acknowledgement, Flags=o........","6.0"
"89","2.018065","10.1.1.4","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","9.0"
"90","2.018081","","00:00:00_00:00:04 (00:00:00:00:00:04) (RA)","802.11","36","Acknowledgement, Flags=o........","6.0"
"91","2.018231","00:00:00_00:00:01","00:00:00_00:00:02","ARP","86","10.1.1.1 is at 00:00:00:00:00:01","6.0"
"92","2.019381","10.1.1.4","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","9.0"
"93","2.019397","","00:00:00_00:00:04 (00:00:00:00:00:04) (RA)","802.11","36","Acknowledgement, Flags=o........","6.0"
"94","2.019929","10.1.1.4","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","9.0"
"95","2.019945","","00:00:00_00:00:04 (00:00:00:00:00:04) (RA)","802.11","36","Acknowledgement, Flags=o........","6.0"
"96","2.020549","10.1.1.4","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","9.0"
"97","2.020565","","00:00:00_00:00:04 (00:00:00:00:00:04) (RA)","802.11","36","Acknowledgement, Flags=o........","6.0"
"98","2.021187","10.1.1.4","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","9.0"
"99","2.021203","","00:00:00_00:00:04 (00:00:00:00:00:04) (RA)","802.11","36","Acknowledgement, Flags=o........","6.0"
"100","2.021934","10.1.1.5","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","6.0"
"101","2.021950","","00:00:00_00:00:05 (00:00:00:00:00:05) (RA)","802.11","36","Acknowledgement, Flags=o........","6.0"
"102","2.022369","10.1.1.4","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","12.0"
"103","2.022385","","00:00:00_00:00:04 (00:00:00:00:00:04) (RA)","802.11","36","Acknowledgement, Flags=o........","12.0"
"104","2.023104","10.1.1.5","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","6.0"
"105","2.023120","","00:00:00_00:00:05 (00:00:00:00:00:05) (RA)","802.11","36","Acknowledgement, Flags=o........","6.0"
"106","2.023914","10.1.1.5","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","6.0"
"107","2.023930","","00:00:00_00:00:05 (00:00:00:00:00:05) (RA)","802.11","36","Acknowledgement, Flags=o........","6.0"
"108","2.024661","10.1.1.3","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","6.0"
"109","2.024677","","00:00:00_00:00:03 (00:00:00:00:00:03) (RA)","802.11","36","Acknowledgement, Flags=o........","6.0"
"110","2.025105","10.1.1.4","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","12.0"
"111","2.025121","","00:00:00_00:00:04 (00:00:00:00:00:04) (RA)","802.11","36","Acknowledgement, Flags=o........","12.0"
"112","2.025886","10.1.1.5","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","6.0"
"113","2.025902","","00:00:00_00:00:05 (00:00:00:00:00:05) (RA)","802.11","36","Acknowledgement, Flags=o........","6.0"
"114","2.026642","10.1.1.5","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","6.0"
"115","2.026658","","00:00:00_00:00:05 (00:00:00:00:00:05) (RA)","802.11","36","Acknowledgement, Flags=o........","6.0"
"116","2.028130","10.1.1.5","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","6.0"
"117","2.028146","","00:00:00_00:00:05 (00:00:00:00:00:05) (RA)","802.11","36","Acknowledgement, Flags=o........","6.0"
"118","2.028260","00:00:00_00:00:01","00:00:00_00:00:02","ARP","86","10.1.1.1 is at 00:00:00:00:00:01","6.0"
"119","2.028432","","00:00:00_00:00:01 (00:00:00:00:00:01) (RA)","802.11","38","Acknowledgement, Flags=o........","6.0"
"120","2.029146","10.1.1.2","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","6.0"
"121","2.029162","","00:00:00_00:00:02 (00:00:00:00:00:02) (RA)","802.11","36","Acknowledgement, Flags=o........","6.0"
"122","2.029902","10.1.1.5","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","6.0"
"123","2.029918","","00:00:00_00:00:05 (00:00:00:00:00:05) (RA)","802.11","36","Acknowledgement, Flags=o........","6.0"
"124","2.030694","10.1.1.5","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","6.0"
"125","2.030710","","00:00:00_00:00:05 (00:00:00:00:00:05) (RA)","802.11","36","Acknowledgement, Flags=o........","6.0"
"126","2.031450","10.1.1.5","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","6.0"
"127","2.031466","","00:00:00_00:00:05 (00:00:00:00:00:05) (RA)","802.11","36","Acknowledgement, Flags=o........","6.0"
"128","2.032197","10.1.1.5","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","6.0"
"129","2.032213","","00:00:00_00:00:05 (00:00:00:00:00:05) (RA)","802.11","36","Acknowledgement, Flags=o........","6.0"
"130","2.032962","10.1.1.2","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","6.0"
"131","2.032978","","00:00:00_00:00:02 (00:00:00:00:00:02) (RA)","802.11","36","Acknowledgement, Flags=o........","6.0"
"132","2.033397","10.1.1.4","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","12.0"
"133","2.033413","","00:00:00_00:00:04 (00:00:00:00:00:04) (RA)","802.11","36","Acknowledgement, Flags=o........","12.0"
"134","2.034133","10.1.1.2","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","6.0"
"135","2.034149","","00:00:00_00:00:02 (00:00:00:00:00:02) (RA)","802.11","36","Acknowledgement, Flags=o........","6.0"
"136","2.034672","10.1.1.5","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","9.0"
"137","2.034688","","00:00:00_00:00:05 (00:00:00:00:00:05) (RA)","802.11","36","Acknowledgement, Flags=o........","6.0"
"138","2.035419","10.1.1.3","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","6.0"
"139","2.035435","","00:00:00_00:00:03 (00:00:00:00:00:03) (RA)","802.11","36","Acknowledgement, Flags=o........","6.0"
"140","2.035908","10.1.1.4","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","12.0"
"141","2.035924","","00:00:00_00:00:04 (00:00:00:00:00:04) (RA)","802.11","36","Acknowledgement, Flags=o........","12.0"
"142","2.036435","10.1.1.5","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","9.0"
"143","2.036451","","00:00:00_00:00:05 (00:00:00:00:00:05) (RA)","802.11","36","Acknowledgement, Flags=o........","6.0"
"144","2.037209","10.1.1.2","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","6.0"
"145","2.037225","","00:00:00_00:00:02 (00:00:00:00:00:02) (RA)","802.11","36","Acknowledgement, Flags=o........","6.0"
"146","2.037965","10.1.1.3","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","6.0"
"147","2.037981","","00:00:00_00:00:03 (00:00:00:00:00:03) (RA)","802.11","36","Acknowledgement, Flags=o........","6.0"
"148","2.038906","10.1.1.4","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","12.0"
"149","2.038922","","00:00:00_00:00:04 (00:00:00:00:00:04) (RA)","802.11","36","Acknowledgement, Flags=o........","12.0"
"150","2.039660","10.1.1.3","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","6.0"
"151","2.039676","","00:00:00_00:00:03 (00:00:00:00:00:03) (RA)","802.11","36","Acknowledgement, Flags=o........","6.0"
"152","2.040407","10.1.1.2","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","6.0"
"153","2.040423","","00:00:00_00:00:02 (00:00:00:00:00:02) (RA)","802.11","36","Acknowledgement, Flags=o........","6.0"
"154","2.041877","10.1.1.2","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","6.0"
"155","2.041893","","00:00:00_00:00:02 (00:00:00:00:00:02) (RA)","802.11","36","Acknowledgement, Flags=o........","6.0"
"156","2.042624","10.1.1.3","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","6.0"
"157","2.042640","","00:00:00_00:00:03 (00:00:00:00:00:03) (RA)","802.11","36","Acknowledgement, Flags=o........","6.0"
"158","2.043452","10.1.1.2","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","6.0"
"159","2.043468","","00:00:00_00:00:02 (00:00:00:00:00:02) (RA)","802.11","36","Acknowledgement, Flags=o........","6.0"
"160","2.043991","10.1.1.5","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","9.0"
"161","2.044007","","00:00:00_00:00:05 (00:00:00:00:00:05) (RA)","802.11","36","Acknowledgement, Flags=o........","6.0"
"162","2.045501","10.1.1.3","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","6.0"
"163","2.045517","","00:00:00_00:00:03 (00:00:00:00:00:03) (RA)","802.11","36","Acknowledgement, Flags=o........","6.0"
"164","2.046049","10.1.1.5","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","9.0"
"165","2.046065","","00:00:00_00:00:05 (00:00:00:00:00:05) (RA)","802.11","36","Acknowledgement, Flags=o........","6.0"
"166","2.046565","10.1.1.4","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","12.0"
"167","2.046581","","00:00:00_00:00:04 (00:00:00:00:00:04) (RA)","802.11","36","Acknowledgement, Flags=o........","12.0"
"168","2.047309","10.1.1.3","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","6.0"
"169","2.047325","","00:00:00_00:00:03 (00:00:00:00:00:03) (RA)","802.11","36","Acknowledgement, Flags=o........","6.0"
"170","2.047848","10.1.1.5","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","9.0"
"171","2.047864","","00:00:00_00:00:05 (00:00:00:00:00:05) (RA)","802.11","36","Acknowledgement, Flags=o........","6.0"
"172","2.047975","00:00:00_00:00:01","Broadcast","802.11","83","Beacon frame, SN=32, FN=0, Flags=o........, BI=2304","6.0"
"173","2.048562","10.1.1.5","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","9.0"
"174","2.048578","","00:00:00_00:00:05 (00:00:00:00:00:05) (RA)","802.11","36","Acknowledgement, Flags=o........","6.0"
"175","2.049789","10.1.1.4","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","12.0"
"176","2.049805","","00:00:00_00:00:04 (00:00:00:00:00:04) (RA)","802.11","36","Acknowledgement, Flags=o........","12.0"
"177","2.050334","10.1.1.5","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","9.0"
"178","2.050350","","00:00:00_00:00:05 (00:00:00:00:00:05) (RA)","802.11","36","Acknowledgement, Flags=o........","6.0"
"179","2.051099","10.1.1.2","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","6.0"
"180","2.051115","","00:00:00_00:00:02 (00:00:00:00:00:02) (RA)","802.11","36","Acknowledgement, Flags=o........","6.0"
"181","2.051891","10.1.1.2","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","6.0"
"182","2.051907","","00:00:00_00:00:02 (00:00:00:00:00:02) (RA)","802.11","36","Acknowledgement, Flags=o........","6.0"
"183","2.052326","10.1.1.4","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","12.0"
"184","2.052342","","00:00:00_00:00:04 (00:00:00:00:00:04) (RA)","802.11","36","Acknowledgement, Flags=o........","12.0"
"185","2.053079","10.1.1.3","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","6.0"
"186","2.053095","","00:00:00_00:00:03 (00:00:00:00:00:03) (RA)","802.11","36","Acknowledgement, Flags=o........","6.0"
"187","2.054359","10.1.1.3","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","6.0"
"188","2.054375","","00:00:00_00:00:03 (00:00:00:00:00:03) (RA)","802.11","36","Acknowledgement, Flags=o........","6.0"
"189","2.055857","10.1.1.5","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","6.0"
"190","2.055873","","00:00:00_00:00:05 (00:00:00:00:00:05) (RA)","802.11","36","Acknowledgement, Flags=o........","6.0"
"191","2.056301","10.1.1.4","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","12.0"
"192","2.056317","","00:00:00_00:00:04 (00:00:00:00:00:04) (RA)","802.11","36","Acknowledgement, Flags=o........","12.0"
"193","2.057447","10.1.1.4","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","12.0"
"194","2.057463","","00:00:00_00:00:04 (00:00:00:00:00:04) (RA)","802.11","36","Acknowledgement, Flags=o........","12.0"
"195","2.058209","10.1.1.5","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","6.0"
"196","2.058225","","00:00:00_00:00:05 (00:00:00:00:00:05) (RA)","802.11","36","Acknowledgement, Flags=o........","6.0"
"197","2.058603","10.1.1.4","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","18.0"
"198","2.058619","","00:00:00_00:00:04 (00:00:00:00:00:04) (RA)","802.11","36","Acknowledgement, Flags=o........","12.0"
"199","2.060070","10.1.1.5","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","6.0"
"200","2.060086","","00:00:00_00:00:05 (00:00:00:00:00:05) (RA)","802.11","36","Acknowledgement, Flags=o........","6.0"
"201","2.060410","10.1.1.4","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","18.0"
"202","2.060426","","00:00:00_00:00:04 (00:00:00:00:00:04) (RA)","802.11","36","Acknowledgement, Flags=o........","12.0"
"203","2.061154","10.1.1.2","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","6.0"
"204","2.061170","","00:00:00_00:00:02 (00:00:00:00:00:02) (RA)","802.11","36","Acknowledgement, Flags=o........","6.0"
"205","2.061982","10.1.1.5","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","6.0"
"206","2.061998","","00:00:00_00:00:05 (00:00:00:00:00:05) (RA)","802.11","36","Acknowledgement, Flags=o........","6.0"
"207","2.062322","10.1.1.4","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","18.0"
"208","2.062338","","00:00:00_00:00:04 (00:00:00:00:00:04) (RA)","802.11","36","Acknowledgement, Flags=o........","12.0"
"209","2.062704","10.1.1.4","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","18.0"
"210","2.062720","","00:00:00_00:00:04 (00:00:00:00:00:04) (RA)","802.11","36","Acknowledgement, Flags=o........","12.0"
"211","2.063041","10.1.1.4","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","18.0"
"212","2.063057","","00:00:00_00:00:04 (00:00:00:00:00:04) (RA)","802.11","36","Acknowledgement, Flags=o........","12.0"
"213","2.063776","10.1.1.5","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","6.0"
"214","2.063792","","00:00:00_00:00:05 (00:00:00:00:00:05) (RA)","802.11","36","Acknowledgement, Flags=o........","6.0"
"215","2.064107","10.1.1.4","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","18.0"
"216","2.064123","","00:00:00_00:00:04 (00:00:00:00:00:04) (RA)","802.11","36","Acknowledgement, Flags=o........","12.0"
"217","2.064852","10.1.1.5","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","6.0"
"218","2.064868","","00:00:00_00:00:05 (00:00:00:00:00:05) (RA)","802.11","36","Acknowledgement, Flags=o........","6.0"
"219","2.065626","10.1.1.5","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","6.0"
"220","2.065642","","00:00:00_00:00:05 (00:00:00:00:00:05) (RA)","802.11","36","Acknowledgement, Flags=o........","6.0"
"221","2.065975","10.1.1.4","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","18.0"
"222","2.065991","","00:00:00_00:00:04 (00:00:00:00:00:04) (RA)","802.11","36","Acknowledgement, Flags=o........","12.0"
"223","2.066746","10.1.1.5","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","6.0"
"224","2.066762","","00:00:00_00:00:05 (00:00:00:00:00:05) (RA)","802.11","36","Acknowledgement, Flags=o........","6.0"
"225","2.067493","10.1.1.2","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","6.0"
"226","2.067509","","00:00:00_00:00:02 (00:00:00:00:00:02) (RA)","802.11","36","Acknowledgement, Flags=o........","6.0"
"227","2.068240","10.1.1.5","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","6.0"
"228","2.068256","","00:00:00_00:00:05 (00:00:00:00:00:05) (RA)","802.11","36","Acknowledgement, Flags=o........","6.0"
"229","2.069005","10.1.1.2","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","6.0"
"230","2.069021","","00:00:00_00:00:02 (00:00:00:00:00:02) (RA)","802.11","36","Acknowledgement, Flags=o........","6.0"
"231","2.069779","10.1.1.2","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","6.0"
"232","2.069795","","00:00:00_00:00:02 (00:00:00:00:00:02) (RA)","802.11","36","Acknowledgement, Flags=o........","6.0"
"233","2.071213","10.1.1.3","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","6.0"
"234","2.071229","","00:00:00_00:00:03 (00:00:00:00:00:03) (RA)","802.11","36","Acknowledgement, Flags=o........","6.0"
